<RecentFiles>
  <RecentFiles>
    <File id="0A532BC5-5876-44DD-9DC1-5A202304134F/f:Mono.bat" caret="0" fromTop="0" />
    <File id="205EAF7E-CE42-436A-875D-58D3BFB0AE9D/d:PlayerItem/f:Resources.cs" caret="608" fromTop="17" />
    <File id="0A532BC5-5876-44DD-9DC1-5A202304134F/d:Views/d:Shared/f:_Layout.cshtml" caret="274" fromTop="5" />
    <File id="205EAF7E-CE42-436A-875D-58D3BFB0AE9D/d:GameTypes/f:Ship.cs" caret="0" fromTop="0" />
    <File id="205EAF7E-CE42-436A-875D-58D3BFB0AE9D/f:Game.cs" caret="337" fromTop="12" />
    <File id="205EAF7E-CE42-436A-875D-58D3BFB0AE9D/d:PlayerItem/f:Vik.cs" caret="3702" fromTop="38" />
    <File id="205EAF7E-CE42-436A-875D-58D3BFB0AE9D/d:PlayerItem/f:Warrior.cs" caret="219" fromTop="11" />
    <File id="205EAF7E-CE42-436A-875D-58D3BFB0AE9D/d:PlayerItem/f:Map.cs" caret="127" fromTop="6" />
    <File id="205EAF7E-CE42-436A-875D-58D3BFB0AE9D/d:PlayerItem/f:PlayerTile.cs" caret="161" fromTop="3" />
    <File id="0A532BC5-5876-44DD-9DC1-5A202304134F/d:Models/f:GameModels.cs" caret="516" fromTop="22" />
    <File id="205EAF7E-CE42-436A-875D-58D3BFB0AE9D/d:GameTypes/f:Warroir.cs" caret="737" fromTop="28" />
    <File id="BC6CECE9-9F13-422C-A6D4-C044C5B1B7D0/f:GameInitTest.cs" caret="388" fromTop="0" />
    <File id="0A532BC5-5876-44DD-9DC1-5A202304134F/d:Controllers/f:GameController.cs" caret="729" fromTop="18" />
    <File id="205EAF7E-CE42-436A-875D-58D3BFB0AE9D/d:GameTypes/f:Tile.cs" caret="1382" fromTop="15" />
    <File id="205EAF7E-CE42-436A-875D-58D3BFB0AE9D/f:GameInititializer.cs" caret="1788" fromTop="3" />
    <File id="0A532BC5-5876-44DD-9DC1-5A202304134F/d:Content/f:GoVikingGame.css" caret="3846" fromTop="35" />
    <File id="0A532BC5-5876-44DD-9DC1-5A202304134F/d:Scripts/f:GoVikingGame.js" caret="249" fromTop="13" />
    <File id="0A532BC5-5876-44DD-9DC1-5A202304134F/d:Views/d:Game/f:Default.cshtml" caret="3463" fromTop="21" />
  </RecentFiles>
  <RecentEdits>
    <File id="205EAF7E-CE42-436A-875D-58D3BFB0AE9D/d:PlayerItem/f:Resources.cs" caret="608" fromTop="26" />
    <File id="0A532BC5-5876-44DD-9DC1-5A202304134F/d:Views/d:Shared/f:_Layout.cshtml" caret="338" fromTop="10" />
    <File id="205EAF7E-CE42-436A-875D-58D3BFB0AE9D/d:PlayerItem/f:Map.cs" caret="106" fromTop="4" />
    <File id="205EAF7E-CE42-436A-875D-58D3BFB0AE9D/d:PlayerItem/f:PlayerTile.cs" caret="436" fromTop="14" />
    <File id="205EAF7E-CE42-436A-875D-58D3BFB0AE9D/d:PlayerItem/f:Vik.cs" caret="3498" fromTop="34" />
    <File id="205EAF7E-CE42-436A-875D-58D3BFB0AE9D/d:PlayerItem/f:Warrior.cs" caret="0" fromTop="0" />
    <File id="0A532BC5-5876-44DD-9DC1-5A202304134F/d:Models/f:GameModels.cs" caret="443" fromTop="17" />
    <File id="0A532BC5-5876-44DD-9DC1-5A202304134F/d:Controllers/f:GameController.cs" caret="729" fromTop="18" />
    <File id="205EAF7E-CE42-436A-875D-58D3BFB0AE9D/d:GameTypes/f:Warroir.cs" caret="745" fromTop="28" />
    <File id="BC6CECE9-9F13-422C-A6D4-C044C5B1B7D0/f:GameInitTest.cs" caret="291" fromTop="12" />
    <File id="205EAF7E-CE42-436A-875D-58D3BFB0AE9D/f:GameInititializer.cs" caret="1788" fromTop="3" />
    <File id="205EAF7E-CE42-436A-875D-58D3BFB0AE9D/d:GameTypes/f:Tile.cs" caret="1382" fromTop="15" />
    <File id="0A532BC5-5876-44DD-9DC1-5A202304134F/d:Scripts/f:GoVikingGame.js" caret="249" fromTop="13" />
    <File id="0A532BC5-5876-44DD-9DC1-5A202304134F/d:Content/f:GoVikingGame.css" caret="3812" fromTop="33" />
    <File id="0A532BC5-5876-44DD-9DC1-5A202304134F/d:Views/d:Game/f:Default.cshtml" caret="3463" fromTop="21" />
  </RecentEdits>
</RecentFiles>
